"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if occurrenceDateTime has future or invalid formatted date","4120","Scenario Outline name: Verify that the Update API will be fails if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Fri Jan 23 11:45:52 UTC 2026","passed","Fri Jan 23 11:45:56 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if Disease Type is invalid","3241","Verify that Search API will throw error if Disease Type is invalid","features.APITests.steps","Fri Jan 23 11:43:37 UTC 2026","passed","Fri Jan 23 11:43:40 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4594","Verify that the POST Create API for different vaccine types","features.APITests.steps","Fri Jan 23 11:37:12 UTC 2026","passed","Fri Jan 23 11:37:16 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4465","Verify that the POST Create API for different vaccine types","features.APITests.steps","Fri Jan 23 11:37:39 UTC 2026","passed","Fri Jan 23 11:37:43 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","2522","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Fri Jan 23 11:40:34 UTC 2026","passed","Fri Jan 23 11:40:36 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if both date from and date to are invalid","3174","Verify that Search API will throw error if both date from and date to are invalid","features.APITests.steps","Fri Jan 23 11:44:14 UTC 2026","passed","Fri Jan 23 11:44:17 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","4306","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Fri Jan 23 11:41:43 UTC 2026","passed","Fri Jan 23 11:41:48 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if date to is invalid","3147","Verify that Search API will throw error if date to is invalid","features.APITests.steps","Fri Jan 23 11:44:11 UTC 2026","passed","Fri Jan 23 11:44:14 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for invalid but Mod11 compliant NHS Number","4982","Verify that the POST Create API for invalid but Mod11 compliant NHS Number","features.APITests.steps","Fri Jan 23 11:38:41 UTC 2026","passed","Fri Jan 23 11:38:46 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if occurrenceDateTime has future or invalid formatted date","4624","Scenario Outline name: Verify that the Update API will be fails if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Fri Jan 23 11:45:56 UTC 2026","passed","Fri Jan 23 11:46:01 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different supplier fails on access denied","2499","Verify that the POST Create API for different supplier fails on access denied","features.APITests.steps","Fri Jan 23 11:38:36 UTC 2026","passed","Fri Jan 23 11:38:38 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","4126","Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","features.APITests.steps","Fri Jan 23 11:46:30 UTC 2026","passed","Fri Jan 23 11:46:34 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if NHS Number is invalid","3641","Verify that Search API will throw error if NHS Number is invalid","features.APITests.steps","Fri Jan 23 11:43:17 UTC 2026","passed","Fri Jan 23 11:43:21 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if expiration date has invalid formatted date","4449","Scenario Outline name: Verify that the Update API will be fails if expiration date has invalid formatted date","features.APITests.steps","Fri Jan 23 11:46:17 UTC 2026","passed","Fri Jan 23 11:46:22 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if nhs number is invalid","2346","Verify that the POST Create API will fail if nhs number is invalid","features.APITests.steps","Fri Jan 23 11:39:45 UTC 2026","passed","Fri Jan 23 11:39:47 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4649","Verify that the POST Create API for different vaccine types","features.APITests.steps","Fri Jan 23 11:37:02 UTC 2026","passed","Fri Jan 23 11:37:06 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","4219","Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","features.APITests.steps","Fri Jan 23 11:46:43 UTC 2026","passed","Fri Jan 23 11:46:47 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Flu event is created and search post request fetch the only one record matched with identifier with correct version id","5897","Flu event is created and search post request fetch the only one record matched with identifier with correct version id","features.APITests.steps","Fri Jan 23 11:44:41 UTC 2026","passed","Fri Jan 23 11:44:47 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that update will be successful when request is triggered by other supplier with authorize permission","20562","Verify that update will be successful when request is triggered by other supplier with authorize permission","features.APITests.steps","Fri Jan 23 11:45:18 UTC 2026","passed","Fri Jan 23 11:45:39 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","2402","Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Fri Jan 23 11:39:03 UTC 2026","passed","Fri Jan 23 11:39:06 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Flu event is created and updated twice and search request fetch the latest meta version and Etag","5893","Flu event is created and updated twice and search request fetch the latest meta version and Etag","features.APITests.steps","Fri Jan 23 11:44:27 UTC 2026","passed","Fri Jan 23 11:44:33 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","4239","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Fri Jan 23 11:42:43 UTC 2026","passed","Fri Jan 23 11:42:47 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Flu event is created and search post request fetch the only one record matched with identifier and _elements","4338","Flu event is created and search post request fetch the only one record matched with identifier and  elements","features.APITests.steps","Fri Jan 23 11:44:37 UTC 2026","passed","Fri Jan 23 11:44:41 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4603","Verify that the POST Create API for different vaccine types","features.APITests.steps","Fri Jan 23 11:37:25 UTC 2026","passed","Fri Jan 23 11:37:30 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if recorded has future or invalid formatted date","2443","Verify that the POST Create API will fail if recorded has future or invalid formatted date","features.APITests.steps","Fri Jan 23 11:39:22 UTC 2026","passed","Fri Jan 23 11:39:25 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/read.feature: Verify that the Read event request will fail with Not found error with invalid Imms Id","2565","Verify that the Read event request will fail with Not found error with invalid Imms Id","features.APITests.steps","Fri Jan 23 11:41:32 UTC 2026","passed","Fri Jan 23 11:41:35 UTC 2026","","Read the immunization of a patient","",""
