"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","2406","Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Fri Jan 30 09:14:34 UTC 2026","passed","Fri Jan 30 09:14:37 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if Disease Type is invalid","3340","Verify that Search API will throw error if Disease Type is invalid","features.APITests.steps","Fri Jan 30 09:19:04 UTC 2026","passed","Fri Jan 30 09:19:07 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","2371","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Fri Jan 30 09:15:49 UTC 2026","passed","Fri Jan 30 09:15:51 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient surname is invalid","2442","Verify that the POST Create API will fail if patient surname is invalid","features.APITests.steps","Fri Jan 30 09:15:36 UTC 2026","passed","Fri Jan 30 09:15:39 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","4041","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Fri Jan 30 09:17:34 UTC 2026","passed","Fri Jan 30 09:17:38 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/delete.feature: Verify that the Delete API will be successful with all the valid parameters","4445","Verify that the Delete API will be successful with all the valid parameters","features.APITests.steps","Fri Jan 30 09:15:56 UTC 2026","passed","Fri Jan 30 09:16:01 UTC 2026","","Delete an immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if date from is invalid","3194","Verify that Search API will throw error if date from is invalid","features.APITests.steps","Fri Jan 30 09:19:20 UTC 2026","passed","Fri Jan 30 09:19:23 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if date to is invalid","3259","Verify that Search API will throw error if date to is invalid","features.APITests.steps","Fri Jan 30 09:19:27 UTC 2026","passed","Fri Jan 30 09:19:30 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","4364","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Fri Jan 30 09:17:54 UTC 2026","passed","Fri Jan 30 09:17:59 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4742","Verify that the POST Create API for different vaccine types","features.APITests.steps","Fri Jan 30 09:12:40 UTC 2026","passed","Fri Jan 30 09:12:45 UTC 2026","","Create the immunization event for a patient","",""
