"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/delete_batch.feature: Verify that the API vaccination record will be successful deleted and batch file will successful with mandatory field missing","43492","Verify that the API vaccination record will be successful deleted and batch file will successful with mandatory field missing","features.batchTests.Steps","Fri Jan 23 12:14:00 UTC 2026","passed","Fri Jan 23 12:14:43 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if recorded_date is invalid in batch file","34999","verify that vaccination record will be get rejected if recorded date is invalid in batch file","features.batchTests.Steps","Fri Jan 23 12:03:48 UTC 2026","passed","Fri Jan 23 12:04:23 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/update_batch.feature: Verify that the API vaccination record will be successful updated by batch file upload","47671","Verify that the API vaccination record will be successful updated by batch file upload","features.batchTests.Steps","Fri Jan 23 12:15:37 UTC 2026","passed","Fri Jan 23 12:16:24 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if action flag has different cases","41818","verify that vaccination record will be get successful if action flag has different cases","features.batchTests.Steps","Fri Jan 23 12:09:51 UTC 2026","passed","Fri Jan 23 12:10:32 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: Verify that full dataset vaccination record will be created through batch file","69102","Verify that full dataset vaccination record will be created through batch file","features.batchTests.Steps","Fri Jan 23 12:01:07 UTC 2026","passed","Fri Jan 23 12:02:16 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/update_batch.feature: Verify that the API vaccination record will be successful updated and batch file will fail upload due to mandatory field missing","41409","Verify that the API vaccination record will be successful updated and batch file will fail upload due to mandatory field missing","features.batchTests.Steps","Fri Jan 23 12:17:14 UTC 2026","passed","Fri Jan 23 12:17:55 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if mandatory fields for site, location and unique identifiers are missing in batch file","45046","verify that vaccination record will be get rejected if mandatory fields for site, location and unique identifiers are missing in batch file","features.batchTests.Steps","Fri Jan 23 12:08:18 UTC 2026","passed","Fri Jan 23 12:09:03 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be successful if mandatory field for site, location and unique URI are invalid in batch file","47495","verify that vaccination record will be successful if mandatory field for site, location and unique URI are invalid in batch file","features.batchTests.Steps","Fri Jan 23 12:09:03 UTC 2026","passed","Fri Jan 23 12:09:50 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/delete_batch.feature: Verify that the API vaccination record will be successful deleted by batch file upload","53907","Verify that the API vaccination record will be successful deleted by batch file upload","features.batchTests.Steps","Fri Jan 23 12:13:06 UTC 2026","passed","Fri Jan 23 12:14:00 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if expiry_date is invalid in batch file","45614","verify that vaccination record will be get rejected if expiry date is invalid in batch file","features.batchTests.Steps","Fri Jan 23 12:04:23 UTC 2026","passed","Fri Jan 23 12:05:09 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if Person nhs number, name and gender is invalid in batch file","54992","verify that vaccination record will be get rejected if Person nhs number, name and gender is invalid in batch file","features.batchTests.Steps","Fri Jan 23 12:05:49 UTC 2026","passed","Fri Jan 23 12:06:44 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/delete_batch.feature: Delete immunization event for a patient through batch file","43346","Delete immunization event for a patient through batch file","features.batchTests.Steps","Fri Jan 23 12:12:22 UTC 2026","passed","Fri Jan 23 12:13:06 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: Verify that minimum dataset vaccination record will be created through batch file","47948","Verify that minimum dataset vaccination record will be created through batch file","features.batchTests.Steps","Fri Jan 23 12:02:16 UTC 2026","passed","Fri Jan 23 12:03:04 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if performer is invalid in batch file","41313","verify that vaccination record will be get successful if performer is invalid in batch file","features.batchTests.Steps","Fri Jan 23 12:06:44 UTC 2026","passed","Fri Jan 23 12:07:25 UTC 2026","","Create the immunization event for a patient through batch file","",""
