"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/read.feature: Verify that the Read method of API will be successful and fetch valid imms event detail","3459","Verify that the Read method of API will be successful and fetch valid imms event detail","features.APITests.steps","Tue Jan 20 08:46:37 UTC 2026","passed","Tue Jan 20 08:46:41 UTC 2026","","Read the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","3422","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Tue Jan 20 08:47:46 UTC 2026","passed","Tue Jan 20 08:47:49 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that the updated event request will fail with forbidden access for MAVIS supplier","4153","Verify that the updated event request will fail with forbidden access for MAVIS supplier","features.APITests.steps","Tue Jan 20 08:49:46 UTC 2026","passed","Tue Jan 20 08:49:50 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if NHS Number is invalid","2756","Verify that Search API will throw error if NHS Number is invalid","features.APITests.steps","Tue Jan 20 08:48:15 UTC 2026","passed","Tue Jan 20 08:48:17 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","2082","Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Tue Jan 20 08:44:54 UTC 2026","passed","Tue Jan 20 08:44:56 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if recorded has future or invalid formatted date","1926","Verify that the POST Create API will fail if recorded has future or invalid formatted date","features.APITests.steps","Tue Jan 20 08:45:11 UTC 2026","passed","Tue Jan 20 08:45:13 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if Disease Type is invalid","2603","Verify that Search API will throw error if Disease Type is invalid","features.APITests.steps","Tue Jan 20 08:48:36 UTC 2026","passed","Tue Jan 20 08:48:39 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: verify that vaccination record can be updated with valid vaccination detail","4103","verify that vaccination record can be updated with valid vaccination detail","features.APITests.steps","Tue Jan 20 08:49:50 UTC 2026","passed","Tue Jan 20 08:49:54 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if both different combination of dates and include is invalid","2614","Verify that Search API will throw error if both different combination of dates and include is invalid","features.APITests.steps","Tue Jan 20 08:48:23 UTC 2026","passed","Tue Jan 20 08:48:25 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if date from is invalid","2702","Verify that Search API will throw error if date from is invalid","features.APITests.steps","Tue Jan 20 08:48:47 UTC 2026","passed","Tue Jan 20 08:48:50 UTC 2026","","Search the immunization of a patient","",""
