"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: Verify that full dataset vaccination record will be created through batch file","66161","Verify that full dataset vaccination record will be created through batch file","features.batchTests.Steps","Mon Jan 26 08:34:42 UTC 2026","passed","Mon Jan 26 08:35:48 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be successful if mandatory field for site, location and unique URI are invalid in batch file","47138","verify that vaccination record will be successful if mandatory field for site, location and unique URI are invalid in batch file","features.batchTests.Steps","Mon Jan 26 08:42:30 UTC 2026","passed","Mon Jan 26 08:43:17 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if mandatory fields for site, location and unique identifiers are missing in batch file","39779","verify that vaccination record will be get rejected if mandatory fields for site, location and unique identifiers are missing in batch file","features.batchTests.Steps","Mon Jan 26 08:41:50 UTC 2026","passed","Mon Jan 26 08:42:30 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if Person nhs number, name and gender is invalid in batch file","45149","verify that vaccination record will be get rejected if Person nhs number, name and gender is invalid in batch file","features.batchTests.Steps","Mon Jan 26 08:39:30 UTC 2026","passed","Mon Jan 26 08:40:15 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if recorded_date is invalid in batch file","39687","verify that vaccination record will be get rejected if recorded date is invalid in batch file","features.batchTests.Steps","Mon Jan 26 08:37:21 UTC 2026","passed","Mon Jan 26 08:38:01 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: Verify that minimum dataset vaccination record will be created through batch file","48098","Verify that minimum dataset vaccination record will be created through batch file","features.batchTests.Steps","Mon Jan 26 08:35:48 UTC 2026","passed","Mon Jan 26 08:36:37 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/update_batch.feature: Update immunization event for a patient through batch file","52951","Update immunization event for a patient through batch file","features.batchTests.Steps","Mon Jan 26 08:48:16 UTC 2026","passed","Mon Jan 26 08:49:09 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/update_batch.feature: Verify that the batch vaccination record will be successful updated by API request","44163","Verify that the batch vaccination record will be successful updated by API request","features.batchTests.Steps","Mon Jan 26 08:49:57 UTC 2026","passed","Mon Jan 26 08:50:41 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if performer is invalid in batch file","41586","verify that vaccination record will be get successful if performer is invalid in batch file","features.batchTests.Steps","Mon Jan 26 08:40:15 UTC 2026","passed","Mon Jan 26 08:40:57 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if action flag has different cases","46577","verify that vaccination record will be get successful if action flag has different cases","features.batchTests.Steps","Mon Jan 26 08:43:17 UTC 2026","passed","Mon Jan 26 08:44:04 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/delete_batch.feature: Verify that the API vaccination record will be successful deleted by batch file upload","48607","Verify that the API vaccination record will be successful deleted by batch file upload","features.batchTests.Steps","Mon Jan 26 08:46:37 UTC 2026","passed","Mon Jan 26 08:47:25 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: Verify that vaccination record will be get rejected if date_and_time is invalid in batch file","44729","Verify that vaccination record will be get rejected if date and time is invalid in batch file","features.batchTests.Steps","Mon Jan 26 08:36:37 UTC 2026","passed","Mon Jan 26 08:37:21 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/update_batch.feature: Verify that the API vaccination record will be successful updated and batch file will fail upload due to mandatory field missing","46397","Verify that the API vaccination record will be successful updated and batch file will fail upload due to mandatory field missing","features.batchTests.Steps","Mon Jan 26 08:50:41 UTC 2026","passed","Mon Jan 26 08:51:28 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/delete_batch.feature: Delete immunization event for a patient through batch file","43314","Delete immunization event for a patient through batch file","features.batchTests.Steps","Mon Jan 26 08:45:53 UTC 2026","passed","Mon Jan 26 08:46:37 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
