"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if Person nhs number, name and gender is invalid in batch file","44388","verify that vaccination record will be get rejected if Person nhs number, name and gender is invalid in batch file","features.batchTests.Steps","Tue Jan 20 08:58:13 UTC 2026","passed","Tue Jan 20 08:58:58 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: Verify that minimum dataset vaccination record will be created through batch file","52193","Verify that minimum dataset vaccination record will be created through batch file","features.batchTests.Steps","Tue Jan 20 08:54:38 UTC 2026","passed","Tue Jan 20 08:55:30 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/delete_batch.feature: Verify that the API vaccination record will be successful deleted by batch file upload","49252","Verify that the API vaccination record will be successful deleted by batch file upload","features.batchTests.Steps","Tue Jan 20 09:05:12 UTC 2026","passed","Tue Jan 20 09:06:01 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/delete_batch.feature: Verify that the API vaccination record will be successful deleted and batch file will successful with mandatory field missing","60622","Verify that the API vaccination record will be successful deleted and batch file will successful with mandatory field missing","features.batchTests.Steps","Tue Jan 20 09:06:01 UTC 2026","passed","Tue Jan 20 09:07:02 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if recorded_date is invalid in batch file","44658","verify that vaccination record will be get rejected if recorded date is invalid in batch file","features.batchTests.Steps","Tue Jan 20 08:56:04 UTC 2026","passed","Tue Jan 20 08:56:49 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/update_batch.feature: Update immunization event for a patient through batch file","52987","Update immunization event for a patient through batch file","features.batchTests.Steps","Tue Jan 20 09:07:02 UTC 2026","passed","Tue Jan 20 09:07:55 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/delete_batch.feature: Delete immunization event for a patient through batch file","47426","Delete immunization event for a patient through batch file","features.batchTests.Steps","Tue Jan 20 09:04:24 UTC 2026","passed","Tue Jan 20 09:05:12 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if non mandatory fields are empty string in batch file","39502","verify that vaccination record will be get rejected if non mandatory fields are empty string in batch file","features.batchTests.Steps","Tue Jan 20 09:02:42 UTC 2026","passed","Tue Jan 20 09:03:21 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if expiry_date is invalid in batch file","44847","verify that vaccination record will be get rejected if expiry date is invalid in batch file","features.batchTests.Steps","Tue Jan 20 08:56:49 UTC 2026","passed","Tue Jan 20 08:57:34 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if non mandatory fields are missing in batch file","63214","verify that vaccination record will be get successful if non mandatory fields are missing in batch file","features.batchTests.Steps","Tue Jan 20 09:03:21 UTC 2026","passed","Tue Jan 20 09:04:24 UTC 2026","","Create the immunization event for a patient through batch file","",""
