"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if expiration date has invalid formatted date","1588","Verify that the POST Create API will fail if expiration date has invalid formatted date","features.APITests.steps","Thu Jan 22 11:10:25 UTC 2026","passed","Thu Jan 22 11:10:27 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if expiration date has invalid formatted date","2655","Scenario Outline name: Verify that the Update API will be fails if expiration date has invalid formatted date","features.APITests.steps","Thu Jan 22 11:14:54 UTC 2026","passed","Thu Jan 22 11:14:57 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2923","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Jan 22 11:12:35 UTC 2026","passed","Thu Jan 22 11:12:38 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Flu event is created and search post request fetch the only one record matched with identifier","2849","Flu event is created and search post request fetch the only one record matched with identifier","features.APITests.steps","Thu Jan 22 11:13:52 UTC 2026","passed","Thu Jan 22 11:13:55 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/read.feature: Deleted event returns 404 on read request","3018","Deleted event returns 404 on read request","features.APITests.steps","Thu Jan 22 11:11:47 UTC 2026","passed","Thu Jan 22 11:11:50 UTC 2026","","Read the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if recorded has future or invalid formatted date","1633","Verify that the POST Create API will fail if recorded has future or invalid formatted date","features.APITests.steps","Thu Jan 22 11:10:07 UTC 2026","passed","Thu Jan 22 11:10:08 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if date to is invalid","2195","Verify that Search API will throw error if date to is invalid","features.APITests.steps","Thu Jan 22 11:13:37 UTC 2026","passed","Thu Jan 22 11:13:39 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","1582","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Thu Jan 22 11:11:10 UTC 2026","passed","Thu Jan 22 11:11:12 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if both date from and date to are invalid","2033","Verify that Search API will throw error if both date from and date to are invalid","features.APITests.steps","Thu Jan 22 11:13:42 UTC 2026","passed","Thu Jan 22 11:13:44 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if recorded has future or invalid formatted date","1648","Verify that the POST Create API will fail if recorded has future or invalid formatted date","features.APITests.steps","Thu Jan 22 11:10:15 UTC 2026","passed","Thu Jan 22 11:10:17 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if Disease Type is invalid","2102","Verify that Search API will throw error if Disease Type is invalid","features.APITests.steps","Thu Jan 22 11:13:16 UTC 2026","passed","Thu Jan 22 11:13:18 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","1788","Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Thu Jan 22 11:10:03 UTC 2026","passed","Thu Jan 22 11:10:05 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if include is invalid","2184","Verify that Search API will throw error if include is invalid","features.APITests.steps","Thu Jan 22 11:13:06 UTC 2026","passed","Thu Jan 22 11:13:08 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Flu event is created and search post request fetch the only one record matched with identifier and _elements with correct version id","4135","Flu event is created and search post request fetch the only one record matched with identifier and  elements with correct version id","features.APITests.steps","Thu Jan 22 11:14:02 UTC 2026","passed","Thu Jan 22 11:14:06 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if doseNumberPositiveInt is not valid","1584","Verify that the POST Create API will fail if doseNumberPositiveInt is not valid","features.APITests.steps","Thu Jan 22 11:09:50 UTC 2026","passed","Thu Jan 22 11:09:51 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Flu event is created and updated twice and search request fetch the latest meta version and Etag","4309","Flu event is created and updated twice and search request fetch the latest meta version and Etag","features.APITests.steps","Thu Jan 22 11:13:48 UTC 2026","passed","Thu Jan 22 11:13:52 UTC 2026","","Search the immunization of a patient","",""
